file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160419234422.tdms,2.6178926630547506e+85,5.9196575093061434e+85,8.401605390992555e+85,4.218931062006912e+86,4.217149769189832e+86,9.535451232844584e+86,1.3533232912019132e+87,6.728466164788269e+87,4.997936831570619e+85,1.130207535054504e+86,1.6041014201576824e+86,8.016387180963667e+86,4.059333606182194e+86,9.178775863785394e+86,1.3027400728495804e+87,6.4968835320248775e+87
modified_KIMM Simulator_KIMM Bearing Test_20160419235422.tdms,1.4919335874982211e+85,3.3739176850075756e+85,4.788915119734303e+85,2.3840815109556912e+86,7.951678124161654e+86,1.7981415921637436e+87,2.552326849067772e+87,1.2732085185525494e+88,1.6415126532401685e+85,3.712002078679271e+85,5.268640871091749e+85,2.606817677419429e+86,1.6795651122671775e+87,3.797796202902182e+87,5.3900201285197236e+87,2.676218879303205e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420000422.tdms,4.495165599047502e+84,1.0164924990324674e+85,1.4425772120522573e+85,7.208224466602094e+85,1.1422864662186935e+86,2.582953992191775e+86,3.6659983067182296e+86,1.830689784021124e+87,2.1832451214260145e+86,4.93660971298764e+86,7.00651594220456e+86,3.4847114284091203e+87,2.824434943715477e+82,6.386858810518877e+82,9.06585349749624e+82,4.499399064407309e+83
modified_KIMM Simulator_KIMM Bearing Test_20160420001422.tdms,4.0220039745508766e+84,9.096221720436258e+84,1.2910026109273718e+85,6.474637720940162e+85,4.6995483577872864e+85,1.0625937790641146e+86,1.5079990921066238e+86,7.444101372857959e+86,2.853601781163419e+86,6.452563734148445e+86,9.15792449497509e+86,4.539958497464651e+87,2.1164355967972468e+86,4.785938812896983e+86,6.79231904643513e+86,3.3827718766685717e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420002422.tdms,4.662888344155018e+82,1.0544529265729524e+83,1.4964543038474791e+83,7.443796510187971e+83,1.9101588377982674e+86,4.3196973813145814e+86,6.130225238125216e+86,3.073032555643572e+87,9.476026311541488e+85,2.1426789133516104e+86,3.040965360030746e+86,1.513921724615373e+87,2.3019624766784377e+83,5.205761581748693e+83,7.389208043369175e+83,3.6547193903605007e+84
modified_KIMM Simulator_KIMM Bearing Test_20160420003422.tdms,9.86221346254781e+83,2.2298597309118313e+84,3.1650381429221815e+84,1.5747525621159666e+85,1.3787989745097202e+85,3.117377109417118e+85,4.423850363697795e+85,2.1864661048571162e+86,5.747320056209404e+85,1.2997918882129058e+86,1.845079585510097e+86,9.16331096527186e+86,2.4090942628403052e+85,5.447581402694769e+85,7.731365905855437e+85,3.8872356499031374e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420004422.tdms,1.9696509229274718e+85,4.453261355076085e+85,6.319555465982881e+85,3.120258710028665e+86,6.363162098482229e+86,1.4389490106482348e+87,2.042501022962556e+87,1.0127879651327549e+88,2.4829769261474412e+86,5.614240392913586e+86,7.967546239011091e+86,3.9443260127967513e+87,3.121022660801901e+85,7.057236843751902e+85,1.0017345269933902e+86,4.993397259057744e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420005422.tdms,5.151812690679926e+85,1.1649551005087956e+86,1.6535054489443938e+86,8.22407429179196e+86,1.251092693972305e+86,2.828975384071756e+86,4.015129656696821e+86,2.005472682463689e+87,1.522693788774126e+85,3.443554764764735e+85,4.88785947417394e+85,2.4536336639958597e+86,1.484008615165729e+86,3.355871341096864e+86,4.7627468745348413e+86,2.371557778023927e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420010422.tdms,1.2141429961557984e+85,2.7455054545855265e+85,3.8965763768606716e+85,1.9375843595715561e+86,1.229893632855038e+87,2.780958023195223e+87,3.9467166484508104e+87,1.9459717837786554e+88,5.290911890777234e+84,1.1963498436498724e+85,1.6978918931726605e+85,8.52499607660669e+85,5.4750716483274924e+85,1.2377848228921853e+86,1.7566176395814173e+86,8.75866586242074e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420011422.tdms,3.1670495261717486e+85,7.161837111297207e+85,1.0163900662774321e+86,5.090245403169131e+86,5.463766770357062e+85,1.2355065837356998e+86,1.7534556107459216e+86,8.765458209956593e+86,1.6991732491703675e+86,3.841723004187369e+86,5.452269364130018e+86,2.7234520843485987e+87,5.984572425557509e+86,1.353178336505542e+87,1.9206922567386156e+87,9.418927401910716e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420012422.tdms,5.0443847653038185e+84,1.1404975644762195e+85,1.6185620271116685e+85,8.05111993760985e+85,7.138702478531747e+86,1.614240578994717e+87,2.2910775597033446e+87,1.1411301543527626e+88,1.2853030615661515e+86,2.906250132939079e+86,4.124398614297313e+86,2.0591108977492053e+87,2.3176649880905668e+86,5.240606694336162e+86,7.437248873176379e+86,3.6956305344977783e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420013422.tdms,2.8866166978102945e+85,6.52738046743821e+85,9.264157979678481e+85,4.62325531597756e+86,2.1130407668389143e+85,4.777432219482321e+85,6.779650712732289e+85,3.39295422855467e+86,5.249591461723587e+82,1.187106998170261e+83,1.6848152076130808e+83,8.439300013313123e+83,7.351257414916018e+81,1.6621856388684896e+82,2.358951512240379e+82,1.1643118761397972e+83
modified_KIMM Simulator_KIMM Bearing Test_20160420014422.tdms,1.929703312891292e+85,4.36339205512612e+85,6.1930149464729714e+85,3.090630313534346e+86,2.3166580430589087e+86,5.23737587419853e+86,7.433085228579391e+86,3.7010622782437947e+87,4.9681999714570453e+86,1.1233860880537462e+87,1.594411574769368e+87,7.93240437625694e+87,2.085816706294213e+86,4.716151858323363e+86,6.693379338600716e+86,3.319876528859602e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420015422.tdms,6.335625655567703e+84,1.4323040970117616e+85,2.0326907377728178e+85,1.0092108083364595e+86,1.7129393368416585e+86,3.8740258219337027e+86,5.498701743976737e+86,2.7246850600415123e+87,1.045632603483492e+85,2.3641900134012234e+85,3.355317972054857e+85,1.6745842677167877e+86,1.62035473461619e+86,3.6638987411689623e+86,5.200460771068572e+86,2.588650117901094e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420020422.tdms,1.2489040142300712e+85,2.8240869704220626e+85,4.007418155412923e+85,1.9819870460158832e+86,3.898394234417162e+85,8.815271123071327e+85,1.250851847881867e+86,6.218222349672301e+86,1.2269922838449015e+85,2.7746242676899684e+85,3.938161037851649e+85,1.9626349767399173e+86,5.02882606841603e+86,1.1371526777807406e+87,1.6138782550936462e+87,8.007972684446982e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420021422.tdms,3.2365329340368e+85,7.319094859084886e+85,1.0389315848137274e+86,5.125657681947391e+86,9.277019367501302e+86,2.0979883903627185e+87,2.977713817340533e+87,1.4811936603894291e+88,1.0351235806952573e+87,2.3410486958815355e+87,3.322815649071192e+87,1.652467098546725e+88,3.424092704041081e+85,7.741914434231414e+85,1.0987512332372693e+86,5.5283262965622e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420022422.tdms,1.2428431535743902e+86,2.810468379764128e+86,3.988374204565607e+86,1.990157247628557e+87,4.6184687528313567e+86,1.044405994461706e+87,1.4823980844904543e+87,7.3649548530415804e+87,1.5710486553491858e+86,3.552631062014549e+86,5.043220120966533e+86,2.5267997917701703e+87,1.8602126072460899e+87,4.205849853736514e+87,5.969169696449713e+87,2.9596369238210115e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420023422.tdms,1.272974708249535e+85,2.878094444974364e+85,4.0846741329284065e+85,2.0349351514848163e+86,2.0302079625366327e+84,4.591327865891648e+84,6.5171167348034445e+84,3.2175524648036654e+85,4.984959424867172e+85,1.1271100658789413e+86,1.599843224545106e+86,7.940320906181284e+86,1.0157612720043522e+87,2.297161421444345e+87,3.2602595358121284e+87,1.6237693313560902e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420024422.tdms,1.5803309891233164e+85,3.5737226411719596e+85,5.072715917007946e+85,2.5472292989014003e+86,3.506609324191167e+86,7.928688723933727e+86,1.1252363518088148e+87,5.5416887237531985e+87,7.763527534534212e+84,1.7554640543777577e+85,2.491260293657957e+85,1.2446332957447083e+86,3.0256750494473576e+86,6.841456539644629e+86,9.708828874616588e+86,4.8555701872214204e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420025422.tdms,8.71923944154627e+84,1.9718207963916823e+85,2.7991022655989365e+85,1.3961419581330237e+86,5.797425349839804e+86,1.3109315702382408e+87,1.8606840289308485e+87,9.155020177710109e+87,1.220595794263283e+85,2.760263715364063e+85,3.917729572701479e+85,1.9493597796043753e+86,1.1495894871997988e+85,2.599372866720457e+85,3.689185075379052e+85,1.8345173392078302e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420030422.tdms,1.2861278472566288e+83,2.9082453627315764e+83,4.12723117261421e+83,2.048794892825964e+84,6.095064554933875e+85,1.378263229251643e+86,1.9561103423835469e+86,9.726025677131718e+86,9.929172898936668e+85,2.2449269824777854e+86,3.186142619141794e+86,1.5963370364419352e+87,1.7250365295639037e+86,3.9009010310500987e+86,5.537348047238228e+86,2.7455012285551664e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420031422.tdms,4.200904995075531e+84,9.497828589913537e+84,1.3478933088348342e+85,6.694744196328918e+85,6.450392901668265e+85,1.458389663554599e+86,2.069768023375461e+86,1.0269135541839247e+87,1.7939124061557714e+86,4.0569552393025085e+86,5.758489588730822e+86,2.8839426466085517e+87,2.7594612208554064e+85,6.239168472708704e+85,8.855133332537745e+85,4.3856967802784083e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420032422.tdms,1.5344543390569351e+85,3.4697133251760814e+85,4.923810682640052e+85,2.447340480852161e+86,1.1000247906570218e+86,2.4870539713537253e+86,3.5295800549382154e+86,1.7447062789934495e+87,1.2879172989248242e+86,2.911846288215738e+86,4.132284413629969e+86,2.085016222913406e+87,2.6040312289445677e+84,5.88898336498748e+84,8.358677920260715e+84,4.205001013964976e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420033422.tdms,3.0907434836500704e+84,6.988264700449647e+84,9.917999616253275e+84,4.980659149806855e+85,2.5893137195448275e+87,5.853646265229121e+87,8.306866189061803e+87,4.097909821090142e+88,1.5744967366155764e+86,3.560430325722696e+86,5.053499117719421e+86,2.5117817755012553e+87,6.044196562048058e+85,1.3668111791654404e+86,1.939900424391981e+86,9.675923953344775e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420034422.tdms,7.293850474026607e+83,1.6491758746581577e+84,2.3406462725406416e+84,1.1623862168750604e+85,7.275542912236128e+86,1.6452088891854402e+87,2.3347594818928177e+87,1.1543354104844869e+88,3.7223369213832695e+85,8.415745332368092e+85,1.1943496140618568e+86,5.906041282620411e+86,2.953499406249909e+87,6.677536563838865e+87,9.476919114899168e+87,4.729463404240801e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420035422.tdms,4.569097178172301e+85,1.0331286579842364e+86,1.4661671683703892e+86,7.258466222463748e+86,7.875451538287035e+85,1.7809213271397147e+86,2.5274439120104744e+86,1.2618104653524352e+87,3.43692096841471e+86,7.772016764135785e+86,1.103137831693716e+87,5.519101872726514e+87,1.2040655194576426e+87,2.7231683510953963e+87,3.8659220216432293e+87,1.9309962971983207e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420040422.tdms,3.7737078906322393e+84,8.532926010443248e+84,1.2110877423806447e+85,5.973668651439795e+85,1.3093501479695865e+86,2.9606072980616473e+86,4.2022045300753265e+86,2.0891388544363426e+87,6.411044717650977e+86,1.4496475539676978e+87,2.0572649817174753e+87,1.0240116079121241e+88,1.3505159742254535e+86,3.05379079249377e+86,4.333654863656246e+86,2.1601224361327973e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420041422.tdms,2.680905997828259e+84,6.062754193468568e+84,8.604267351929039e+84,4.265696859819727e+85,5.350507599320277e+85,1.2096682106266383e+86,1.7166197230969755e+86,8.53806162674957e+86,2.814866146618655e+85,6.364201668622261e+85,9.030740668691448e+85,4.513131641573381e+86,7.901802891686979e+86,1.786683489165628e+87,2.535687109443104e+87,1.2594786607079608e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420042422.tdms,1.3310449849039798e+85,3.009810847818048e+85,4.2720293908888105e+85,2.1357416091685784e+86,1.8773508027349482e+86,4.244958997400739e+86,6.025545621211147e+86,2.9949680602355413e+87,1.6796546272334825e+86,3.7981309416306496e+86,5.390975298813228e+86,2.662898504748719e+87,2.778655939985806e+86,6.283779737951803e+86,8.919618824105145e+86,4.4345855929654835e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420043422.tdms,6.33322374207063e+85,1.432165114393612e+86,2.0325307347059795e+86,1.0038097052617467e+87,2.0953269885583672e+85,4.738272222445638e+85,6.725724554675567e+85,3.351099849588927e+86,2.5083649484538685e+84,5.671970281008648e+84,8.049375352380719e+84,4.0340593843298124e+85,1.6733124224011673e+84,3.7835518490925073e+84,5.36997837699647e+84,2.6890301367245737e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420044422.tdms,2.1946684415207437e+84,4.962389555181433e+84,7.042691081824043e+84,3.520627984689735e+85,2.128542596302806e+87,4.813043638863069e+87,6.831029838220425e+87,3.404021510336357e+88,1.693578730864423e+86,3.8295805019300904e+86,5.435336341062846e+86,2.698021268002374e+87,8.131142626949348e+86,1.838565470158994e+87,2.6091725486879637e+87,1.2997268777412046e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420045422.tdms,9.359064130418688e+84,2.116349808925092e+85,3.0039420486401505e+85,1.4788752270247574e+86,3.6895170645618056e+85,8.343145577864012e+85,1.1841752941423705e+86,5.857766270950606e+86,9.182141440824157e+86,2.0759559826359643e+87,2.946651586777748e+87,1.4602112265457379e+88,1.3134821167058956e+86,2.96977187094123e+86,4.2151819384793405e+86,2.0805850777074093e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420050422.tdms,8.763385800201517e+84,1.9815319365512244e+85,2.8120373126887303e+85,1.4102315325435088e+86,2.968861360812395e+85,6.712607482362156e+85,9.525539570562894e+85,4.742832490388281e+86,3.261009240846396e+84,7.373141607809714e+84,1.0462743955377067e+85,5.20022054496214e+85,3.9805493225917044e+86,9.001504029256659e+86,1.2775598102019849e+87,6.35813885874003e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420051422.tdms,4.848044466176858e+84,1.0962280226364953e+85,1.5559366402361275e+85,7.846040068284168e+85,7.110640596940678e+83,1.6078844977346731e+84,2.2818523612705563e+84,1.135062614561861e+85,7.303656996123456e+83,1.6514596015289767e+84,2.343927125631939e+84,1.1579407985929148e+85,2.704218699515227e+86,6.114068672123622e+86,8.676378804333124e+86,4.360465504806822e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420052422.tdms,1.7763612149752725e+85,4.0169543819242736e+85,5.7006060961504585e+85,2.8453528111394664e+86,1.5967476632620983e+87,3.6108885069452054e+87,5.125475821174676e+87,2.5538820589557132e+88,1.8741923190887865e+87,4.2378656679675945e+87,6.015017178409473e+87,2.9888020591519765e+88,4.059518620613603e+85,9.179027704396201e+85,1.3025751032116937e+86,6.460437510156185e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420053422.tdms,5.727293218603696e+84,1.2948791575299329e+85,1.837652686473639e+85,9.148192765200764e+85,4.432224985770591e+84,1.0022428542113748e+85,1.4225824528869374e+85,7.053034905207087e+85,1.146652016647212e+85,2.5925855084268417e+85,3.679800650208681e+85,1.8161881983624158e+86,7.886632628228254e+86,1.7836272419919375e+87,2.5318194069320734e+87,1.25658804362487e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420054422.tdms,7.150929507777662e+85,1.616868587640088e+86,2.294624617317397e+86,1.1389753094945902e+87,3.487294341553004e+86,7.883897191340942e+86,1.1189000847920986e+87,5.633698454770327e+87,8.008646271113408e+85,1.811124573041471e+86,2.5705064109373903e+86,1.276739323940379e+87,1.7946245723955517e+86,4.057864102901414e+86,5.759026318523969e+86,2.843952414067156e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420055422.tdms,4.446290398848724e+84,1.0055357032737849e+85,1.4272162669317231e+85,7.07129013423393e+85,1.0943895660724523e+85,2.4745957976887945e+85,3.512298695003587e+85,1.7607719674075378e+86,7.799491479959692e+84,1.7634240667676328e+85,2.50259028928898e+85,1.2531054781931918e+86,4.647694237931084e+86,1.0508876433743606e+87,1.4914856502244732e+87,7.455554377209597e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420060422.tdms,4.077334168601018e+83,9.218368395902465e+83,1.3081242345915634e+84,6.519390081379545e+84,3.0476996678819644e+86,6.892739608163594e+86,9.783418912078591e+86,4.806021213824941e+87,1.6518866503409304e+86,3.735257764184042e+86,5.301673476825571e+86,2.6370185988890257e+87,8.68344807424493e+85,1.9633755649773638e+86,2.7866589051408674e+86,1.3837880501876928e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420061422.tdms,1.1290130756973287e+85,2.553144740305838e+85,3.6240044740043766e+85,1.8058645707650045e+86,2.3487754374039428e+86,5.311007597749282e+86,7.538330733216935e+86,3.7584307140865566e+87,5.011613827379765e+84,1.1330583538346043e+85,1.6080563474021604e+85,8.016246155131908e+85,4.368406804632759e+85,9.878544159845527e+85,1.4021927838767013e+86,6.920400082949918e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420062422.tdms,1.1999635212696965e+85,2.713286069742739e+85,3.850676966531111e+85,1.9220574618493883e+86,1.9295893954808266e+86,4.362593065729367e+86,6.19082420923773e+86,3.0806742328363046e+87,1.9830281401788418e+83,4.484270867984341e+83,6.364153710500308e+83,3.1635226074838114e+84,2.2309554619712622e+86,5.044627734102213e+86,7.158907827658966e+86,3.5447436078649527e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420063422.tdms,6.693582324038999e+84,1.513484706567944e+85,2.1478277470117288e+85,1.0672832874149165e+86,2.537770997665486e+87,5.737821178036493e+87,8.143511765493005e+87,4.027522071183639e+88,1.028925792746317e+86,2.3263567192715864e+86,3.301931437197273e+86,1.6365532821355798e+87,6.737080390315774e+84,1.5234098030937059e+85,2.1623758785428428e+85,1.0765776779481174e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420064422.tdms,5.671158640083611e+84,1.2820074631249468e+85,1.81910543661284e+85,9.070279967253683e+85,5.977218615773171e+86,1.3515966303093631e+87,1.9182042530511301e+87,9.585077292266124e+87,9.867233381318824e+84,2.231311976065596e+85,3.1670347651782716e+85,1.562726104441658e+86,1.0261473392445573e+85,2.320547233563607e+85,3.293500352317876e+85,1.6461669788834815e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420065422.tdms,8.353144709975447e+83,1.889083893403931e+84,2.681425957893624e+84,1.3390733712412877e+85,1.6738607572901515e+86,3.7852317400056894e+86,5.371895156330726e+86,2.6918379585890396e+87,5.22185076621476e+85,1.1808775334504024e+86,1.675969682161489e+86,8.334135191268846e+86,3.508520105240425e+86,7.933449461638933e+86,1.1259633262780455e+87,5.621464471690138e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420070422.tdms,5.8975632101815255e+84,1.3335711594468338e+85,1.892675946669328e+85,9.351156391625198e+85,5.8191886636785355e+85,1.315928935811537e+86,1.867741434092771e+86,9.384708840761886e+86,1.1412339402210397e+85,2.5804909909654705e+85,3.661963757473276e+85,1.820018657263086e+86,3.28908604546517e+86,7.437986946060348e+86,1.055687755117194e+87,5.261863294570507e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420071422.tdms,8.439085954862294e+83,1.908233642293318e+84,2.7083918654646617e+84,1.3379633745948824e+85,1.1218484203695658e+87,2.5369460267526423e+87,3.600999988784497e+87,1.8020879962417544e+88,1.8414447774995417e+86,4.163425046092237e+86,5.908624111659081e+86,2.9230120478237833e+87,2.2342015178619554e+84,5.05255640223985e+84,7.171987785476309e+84,3.5980187732316866e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420072422.tdms,9.315004275820361e+84,2.1063624758310916e+85,2.9893965395499707e+85,1.48013817216633e+86,8.13410234523429e+83,1.8391325340405396e+84,2.610309364285387e+84,1.296546831166347e+85,2.0688342950280014e+86,4.677975989329983e+86,6.639467202344823e+86,3.2987458724194274e+87,9.10598067741619e+85,2.059030782383824e+86,2.922217727611321e+86,1.461796078399998e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420073422.tdms,4.940228352409632e+85,1.1170271797672263e+86,1.5852575688140243e+86,7.911799348735796e+86,2.2388808731557122e+86,5.062626550470503e+86,7.184672821564489e+86,3.560076118645496e+87,5.588810693048279e+86,1.2636926582418405e+87,1.7935040729968962e+87,8.816370301514115e+87,1.2547255937100155e+85,2.837460509535654e+85,4.027076729390334e+85,1.9981107024642142e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420074422.tdms,3.532830480424989e+85,7.989355225486189e+85,1.1339536052098388e+86,5.669450374806798e+86,2.3859621927949538e+84,5.3948377413004735e+84,7.656727940140017e+84,3.811879854892598e+85,2.0135535732044562e+86,4.5529530746359834e+86,6.461854710543196e+86,3.2089333841299537e+87,1.8585547341487643e+86,4.202631633075826e+86,5.964803363487712e+86,2.972904281147017e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420075422.tdms,8.846667163362124e+84,2.0004429537810016e+85,2.8390487587453807e+85,1.4111759621372449e+86,2.2511443596536172e+86,5.089654106535787e+86,7.223187672535773e+86,3.5802771292858213e+87,1.677955069647661e+86,3.7943568440414975e+86,5.385104593116037e+86,2.6913241548937144e+87,3.949663298745226e+85,8.93144265889678e+85,1.267495189316011e+86,6.293678515513886e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420080422.tdms,5.892762244407826e+85,1.332532604125491e+86,1.8912202511810503e+86,9.436324424203051e+86,1.487259289382632e+86,3.3633918120763254e+86,4.7738857547487e+86,2.375753120166346e+87,6.753779472381854e+86,1.5270576574284642e+87,2.1673886942437344e+87,1.0765459443252227e+88,4.790976181275022e+84,1.0832259647957495e+85,1.5372486584650334e+85,7.690995099174534e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420081422.tdms,1.3293737939445412e+85,3.0059201370722723e+85,4.265945597963502e+85,2.1309209002435912e+86,1.254780993442447e+86,2.8368374846324365e+86,4.0262377949150413e+86,1.9947584047005616e+87,3.8751420354202e+85,8.76076177464001e+85,1.2431962392165926e+86,6.178174940096316e+86,1.4900909339355407e+86,3.369359224501855e+86,4.782142994874805e+86,2.382252199379231e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420082422.tdms,9.480240340281478e+83,2.143328183976354e+84,3.0418652830807e+84,1.4995847806471294e+85,1.0736036008279595e+85,2.4277150238158736e+85,3.445355902672528e+85,1.722297551007052e+86,3.1243583929110907e+84,7.065256776271036e+84,1.0028582393673564e+85,4.961844790968412e+85,7.85902351819353e+85,1.7771796603207918e+86,2.522637541434595e+86,1.2544208318991362e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420083422.tdms,8.927704302560666e+85,2.0186595475634055e+86,2.864997017731e+86,1.4304665400152825e+87,2.7573099123642813e+85,6.235741135683684e+85,8.85044566082157e+85,4.400552322841654e+86,5.61296607132561e+85,1.2692110393291706e+86,1.801325685194141e+86,8.987273535459834e+86,2.4479962301165515e+86,5.536214468069341e+86,7.858152368341087e+86,3.917396032322271e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420084422.tdms,4.165204085467967e+85,9.41809148649792e+85,1.336632197650914e+86,6.657087268825979e+86,1.4596049775325992e+86,3.3007951651904384e+86,4.6852265881328884e+86,2.3375553540018846e+87,7.199498306335434e+84,1.6279269020306124e+85,2.310432428341389e+85,1.150494792535189e+86,9.874076176068053e+84,2.2330886004434888e+85,3.169853451831161e+85,1.5671955007177903e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420085422.tdms,1.825291975359901e+85,4.1275393247160595e+85,5.858206967968515e+85,2.9153090340740245e+86,2.5040649807529446e+86,5.661987834614383e+86,8.03587021344054e+86,3.973672310185493e+87,7.7467942433818e+85,1.7516797298586087e+86,2.4860770690558122e+86,1.2399080569262117e+87,3.1384443107701673e+84,7.096175437006604e+84,1.0070153418100406e+85,5.0069964093366656e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420090422.tdms,8.090458684140374e+84,1.829490200738585e+85,2.5966736393647412e+85,1.292860771128714e+86,1.6656071512892208e+87,3.7661054554854323e+87,5.344300788101838e+87,2.6522242552569896e+88,2.2851938690159363e+86,5.166870199502711e+86,7.332232757775864e+86,3.6867116703408705e+87,1.0174532718559199e+86,2.3008106862432784e+86,3.26549203724149e+86,1.6291543739067823e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420091422.tdms,1.591801954312721e+85,3.599631526859883e+85,5.108728778465818e+85,2.5570898480068114e+86,1.4977427433187364e+86,3.386974224329282e+86,4.8069441179487936e+86,2.3890034134486016e+87,8.888696401027271e+84,2.0096899570886993e+85,2.8519551813617244e+85,1.4079770349669193e+86,6.693250872857372e+85,1.5133983328551178e+86,2.1479320560033226e+86,1.0781843583112873e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420092422.tdms,6.660835419905219e+83,1.5062886313543644e+84,2.1380072065008912e+84,1.0593950220660246e+85,3.324055069115716e+87,7.517171775626896e+87,1.067010370738354e+88,5.313935856923869e+88,1.5657028865769205e+87,3.5400669337510243e+87,5.024047273306627e+87,2.4936823241466818e+88,4.825406795839059e+84,1.0911476772942387e+85,1.5487162183300782e+85,7.683347001866736e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420093422.tdms,1.4000554283217052e+83,3.1658000310207114e+83,4.493202154576545e+83,2.2183975552130717e+84,7.732070719938733e+86,1.7484872389333062e+87,2.4816543412104235e+87,1.2458307142600891e+88,1.0539990853735214e+85,2.3833594738218687e+85,3.382423133095206e+85,1.6735073916943894e+86,2.9618363662038227e+86,6.697589180342845e+86,9.506055762094938e+86,4.704737638045323e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420094422.tdms,8.362031116603292e+84,1.8906773786660147e+85,2.683424746916825e+85,1.3262992327366666e+86,6.792049491830828e+86,1.5359470687194451e+87,2.17989694151102e+87,1.083673291076997e+88,1.4157637373220548e+85,3.201355974319074e+85,4.54336983204388e+85,2.2702789090021527e+86,2.071122872375212e+84,4.683197110071869e+84,6.646790596947247e+84,3.2798108512330805e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420095422.tdms,7.351925325465658e+84,1.662311477805164e+85,2.359323551577999e+85,1.1769341851768938e+86,9.800147660988114e+86,2.2158783422530467e+87,3.144613939621008e+87,1.5591030865404989e+88,4.095514843555471e+85,9.261526435353961e+85,1.3144095014570076e+86,6.581607726192767e+86,3.299911245712191e+86,7.463005593606119e+86,1.0593439460603793e+87,5.333732764113601e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420100422.tdms,2.88851022805506e+84,6.530263838992536e+84,9.26750202653463e+84,4.654515203111077e+85,1.6494142979352394e+85,3.72994017403397e+85,5.29417395255833e+85,2.636246696670266e+86,7.950710035914945e+78,1.7977801568987755e+79,2.5519367960557168e+79,1.2626820501479894e+80,4.776122091378525e+85,1.079895749075913e+86,1.5328247323129252e+86,7.614984731695477e+86
